SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/31/2022","432cdeee-4034-4ddf-9ba4-9250a19b0d5f","Virtual Machines Licenses","Red Hat Enterprise Linux","DE","8 vCPU VM License","57","7.410000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/1/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/2/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/3/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/4/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/5/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/6/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/7/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/8/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/9/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/10/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/11/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/12/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/13/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/14/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/15/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/16/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/17/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/18/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/19/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/20/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/21/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/22/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/23/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/24/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/25/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/26/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/27/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/28/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/29/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/30/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.129024","0.309696"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/31/2022","1bcf6709-ac44-4e25-bd1f-9573da80dca4","Storage","Standard SSD Managed Disks","US West 2","E4 Disks","0.112896","0.270984"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/1/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/2/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/3/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/4/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/5/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/6/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/7/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/8/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/9/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/10/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/11/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/12/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/13/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/14/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/15/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/16/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/17/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/18/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/19/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/20/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/21/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/22/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/23/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/24/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/25/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/26/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/27/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/28/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/29/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/30/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","768","4.608000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/31/2022","b6b67fad-0336-4b8d-a2cd-969736dedf7a","Virtual Network","Public IP Prefix","All","Standard Static IP Addresses","640","3.840000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/1/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6519","0.007428"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/2/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6565","0.007430"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/3/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.7418","0.007461"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/4/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.8822","0.007516"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/5/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.7218","0.007457"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/6/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6878","0.007441"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/7/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","21.272","0.007653"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/8/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6568","0.007431"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/9/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6507","0.007429"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/10/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6126","0.007414"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/11/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6616","0.007433"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/12/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6596","0.007432"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/13/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6403","0.007426"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/14/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6491","0.007427"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/15/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6414","0.007425"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/16/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6585","0.007431"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/17/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.7271","0.007455"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/18/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6532","0.007430"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/19/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6596","0.007430"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/20/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6617","0.007431"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/21/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6752","0.007438"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/22/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6703","0.007435"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/23/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6625","0.007433"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/24/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.672","0.007437"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/25/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.7398","0.007462"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/26/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.7391","0.007464"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/27/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.7349","0.007460"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/28/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.7528","0.007466"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/29/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6491","0.007426"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/30/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6702","0.007434"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/31/2022","211e620c-ebcf-4db5-a7fd-996abebe9546","Storage","General Block Blob","All","LRS Write Operations","20.6448","0.007428"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/1/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","177.58876","3.551759"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/2/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","34.081894","0.681625"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/3/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","0.772867","0.015443"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/4/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","0.89241","0.017828"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/5/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","0.419786","0.008380"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/6/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","83.625241","1.672486"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/7/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","150.239256","3.004765"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/8/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","231.57239","4.631420"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/9/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","0.169129","0.003350"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/10/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","298.536551","5.970698"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/11/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","284.905079","5.698074"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/12/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","57.197928","1.143927"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/13/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","12.958989","0.259147"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/14/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","12.491608","0.249799"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/15/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","0.24353","0.004845"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/16/2022","dbefcfc1-e3f6-409b-be6d-9cd7b00724a5","Bandwidth","Inter-Region","North America","Intra Continent Data Transfer Out","0.211387","0.004202"
