idx,steps,episodes,reward,time,agent0_reward,agent1_reward,agent2_reward,agent3_reward,agent4_reward,agent5_reward
663,391760,6640,-7.824,28.72,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3
664,392350,6650,-6.872,26.282,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
665,392940,6660,-6.866,22.767,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
666,393530,6670,-6.568,22.751,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
667,394120,6680,-6.431,22.688,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
668,394710,6690,-6.958,22.706,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
669,395300,6700,-7.799,22.735,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3
670,395890,6710,-7.129,22.735,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
671,396480,6720,-6.425,22.751,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
672,397070,6730,-6.506,22.72,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
673,397660,6740,-6.724,22.72,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
674,398250,6750,-8.219,22.782,-1.37,-1.37,-1.37,-1.37,-1.37,-1.37
675,398840,6760,-6.721,22.72,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
676,399430,6770,-6.657,22.735,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
677,400020,6780,-6.662,22.642,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
678,400610,6790,-6.642,22.704,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
679,401200,6800,-6.927,22.735,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
680,401790,6810,-7.507,22.72,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
681,402380,6820,-6.807,22.72,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
682,402970,6830,-6.795,22.704,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
683,403560,6840,-6.503,22.688,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
684,404150,6850,-6.37,22.711,-1.06,-1.06,-1.06,-1.06,-1.06,-1.06
685,404740,6860,-7.687,22.673,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28
686,405330,6870,-7.262,22.704,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21
687,405920,6880,-6.614,22.706,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
688,406510,6890,-6.704,22.86,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
689,407100,6900,-6.783,22.688,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
690,407690,6910,-7.049,22.657,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
691,408280,6920,-7.542,22.688,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
692,408870,6930,-6.706,22.688,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
693,409460,6940,-6.79,22.659,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
694,410050,6950,-6.549,22.596,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
695,410640,6960,-6.521,22.565,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
696,411230,6970,-6.763,22.61,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
697,411820,6980,-7.613,22.563,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
698,412410,6990,-6.855,22.61,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
699,413000,7000,-6.569,22.627,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
700,413590,7010,-6.555,22.61,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
701,414180,7020,-6.512,22.61,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
702,414770,7030,-8.129,22.61,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35
703,415360,7040,-6.706,22.579,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
704,415950,7050,-6.408,22.61,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
705,416540,7060,-6.703,22.61,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
706,417130,7070,-6.436,22.564,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
707,417720,7080,-6.882,22.579,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
708,418310,7090,-7.444,22.767,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
709,418900,7100,-6.847,22.657,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
710,419490,7110,-6.805,22.72,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
711,420080,7120,-6.492,22.673,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
712,420670,7130,-6.535,22.688,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
713,421260,7140,-7.582,22.704,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
714,421850,7150,-7.256,22.72,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21
715,422440,7160,-6.63,22.704,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
716,423030,7170,-6.487,22.845,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
717,423620,7180,-6.606,22.704,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
718,424210,7190,-6.988,22.642,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
719,424800,7200,-7.317,22.735,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22
720,425390,7210,-6.716,22.595,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
721,425980,7220,-6.802,22.517,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
722,426570,7230,-6.604,22.532,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
723,427160,7240,-6.424,22.532,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
724,427750,7250,-6.824,22.533,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
725,428340,7260,-7.65,22.501,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28
726,428930,7270,-6.687,22.532,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
727,429520,7280,-6.503,22.548,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
728,430110,7290,-6.53,22.563,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
729,430700,7300,-6.636,22.563,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
730,431290,7310,-8.12,24.157,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35
731,431880,7320,-6.721,22.532,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
732,432470,7330,-6.538,22.642,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
733,433060,7340,-6.553,22.657,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
734,433650,7350,-6.577,22.642,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
735,434240,7360,-6.856,25.11,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
736,434830,7370,-7.456,22.688,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
737,435420,7380,-6.825,22.704,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
738,436010,7390,-6.628,22.579,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
739,436600,7400,-6.435,22.55,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
740,437190,7410,-6.436,22.517,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
741,437780,7420,-7.403,22.532,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
742,438370,7430,-7.077,22.548,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
743,438960,7440,-6.763,22.548,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
744,439550,7450,-6.589,22.563,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
745,440140,7460,-6.521,22.549,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
746,440730,7470,-6.8,22.548,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
747,441320,7480,-7.318,22.548,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22
748,441910,7490,-6.748,22.673,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
749,442500,7500,-6.786,22.97,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
750,443090,7510,-6.652,22.673,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
751,443680,7520,-6.429,22.612,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
752,444270,7530,-7.012,22.532,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
753,444860,7540,-7.746,22.517,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29
754,445450,7550,-6.763,22.517,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
755,446040,7560,-6.542,22.501,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
756,446630,7570,-6.532,22.532,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
757,447220,7580,-6.624,22.563,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
758,447810,7590,-8.061,22.55,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34
759,448400,7600,-6.58,22.548,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
760,448990,7610,-6.612,22.61,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
761,449580,7620,-6.623,22.657,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
762,450170,7630,-6.507,22.657,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
763,450760,7640,-6.955,22.673,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
764,451350,7650,-7.565,22.69,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
765,451940,7660,-6.872,22.688,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
766,452530,7670,-6.708,22.72,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
767,453120,7680,-6.527,22.704,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
768,453710,7690,-6.269,22.704,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04
769,454300,7700,-7.551,22.704,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
770,454890,7710,-7.174,22.704,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2
771,455480,7720,-6.646,22.688,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
772,456070,7730,-6.366,22.938,-1.06,-1.06,-1.06,-1.06,-1.06,-1.06
773,456660,7740,-6.615,22.798,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
774,457250,7750,-7.033,22.627,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
775,457840,7760,-7.376,22.563,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
776,458430,7770,-6.565,25.173,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
777,459020,7780,-6.698,25.845,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
778,459610,7790,-6.526,28.517,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
779,460200,7800,-6.299,27.517,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05
